Sentences,Sentiment
"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .",neutral
"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",neutral
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",negative
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral
YIT Kausta will build commercial and residential highrises in Virsuliskes area .,neutral
Finnair was able to operate most of its leisure flights despite the strike .,positive
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,negative
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral
"Overall , 50 percent of respondents were confident about their security when banking online .",positive
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral
Philips was not available to comment on the report .,neutral
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative
Pohjola and cooperative banks have continued to combine their branch office network .,neutral
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",positive
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral
"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",neutral
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",neutral
Payment of shares shall be effected on subscription .,neutral
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral
`` Demand for sports equipment was good in 2005 .,positive
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",neutral
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral
Operating profit margin increased from 11.2 % to 11.7 % .,positive
Okmetic revised its 2010 financial outlook based on its order book .,neutral
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive
"According to the company , staff will be laid off temporarily when necessary .",negative
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",neutral
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",positive
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",neutral
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral
Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .,positive
Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,neutral
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",neutral
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive
"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .",neutral
"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",neutral
The owners who have participated in the business operations of the company will continue in Poyry 's employment after the transaction .,neutral
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,neutral
It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .,neutral
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive
That would be an increase from estimated sales of 117 million last year .,positive
The resignation will be in effect immediately .,neutral
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive
A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,neutral
"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies .",neutral
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,negative
